cpf|nome|endereco|dia|mes|ano|telefone|cidade
04763266802|Paulo Jaca|Avenida das Torres|14|01|1954|55454675678|Manaus
08080224404|Gustavo Aragao|Avenida Sete|11|04|1983|65454675678|Londrina
86868686700|Paulo Aragao|A. Da Cidade|24|03|1983|73454675678|Londrina
63545454647|Gustavo Jaca|R. Onze Mil|01|03|1988|72454675678|Teresina
51445137941|Jose Aragao|Rua Tres|23|07|1980|15454675678|Sao Luis
30136134670|Franco Elgam|Av. Campina Grande|05|08|1970|67454675678|Cuiaba
52641469774|Paulo Zani|A. Da Cidade|05|08|1998|65454675678|Londrina
22948461847|Maria Silva|Rua Recife|10|09|1998|73454675678|Campinas
99212428738|Zenaide Santos|Rua Carlos Silva|11|01|1970|72454675678|Cuiaba
00157911306|Franco Silva|Avenida Sete|10|08|1970|23454675678|Teresina
17452608461|Chico Avelar|Rua Sem Carros|22|10|1954|67454675678|Teresina
86868686700|Luis Elgam|Rua Carlos Silva|24|11|1956|67454675678|Aracaju
77788888887|Jose Souza|Avenida Numero Dois|24|03|1983|71454675678|Curitiba
39771427393|Nair Inacio|Av. Campina Grande|05|05|1980|86454675678|Sao Paulo
25422147863|Luis Santos|Rua Numero Um|19|11|1998|13454675678|Florianopolis
02229421263|Ana Jaca|Rua Tres|05|04|1988|15454675678|Rio de Janeiro
93858734748|Ana Jaca|Rua Sem Carros|10|07|1948|73454675678|Porto Alegre
26206492001|Jose Avelar|Avenida das Torres|18|01|1998|13454675678|Porto Alegre
48630875941|Maria Aragao|Rua Recife|14|04|1998|13454675678|Sao Paulo
18798179853|Zenaide Zani|Rua Joao Santos|19|02|1970|11454675678|Londrina
86868768768|Paulo Silva|Av. Campina Grande|07|12|1970|65454675678|Sao Paulo
87622896918|Gustavo Aragao|Av. Campina Grande|07|05|1980|13454675678|Curitiba
15647744818|Ana Jaca|Rua Sem Carros|24|04|1998|11454675678|Teresina
81028163509|Zenaide Santos|R. Onze Mil|01|04|1988|13454675678|Campinas
98197827591|Jose Rossi|Av. Movimentada|26|08|1970|13454675678|Aracaju
74407952458|Zenaide Jaca|Avenida Sete|11|03|1956|13454675678|Londrina
26832967110|Zenaide Elgam|Rua Numero Um|05|09|1948|23454675678|Campinas
63545454647|Tiana Elgam|Rua Joao Santos|26|09|1970|71454675678|Teresina
94079695926|Gustavo Aragao|Rua Numero Um|05|02|1983|11454675678|Cuiaba
36636854200|Franco Elgam|Avenida Numero Dois|09|05|1983|22454675678|Recife
23164949600|Nair Del Nero|Rua Joao Santos|22|11|1980|13454675678|Campinas
76249069291|Zenaide Santos|R. Numero Vinte|18|07|1948|71454675678|Cuiaba
74927720500|Gustavo Inacio|Rua Joao Santos|01|07|1980|11454675678|Sao Paulo
54321714060|Zenaide Rossi|Avenida Numero Dois|01|07|1980|72454675678|Campinas
87702774002|Luis Hilder|Avenida Numero Dois|05|08|1998|71454675678|Londrina
92050660286|Nair Azevedo|Rua Tres|01|04|1980|72454675678|Sao Paulo
78774909509|Chico Jaca|Av. Campina Grande|01|06|1956|23454675678|Londrina
94847576567|Paulo Avelar|Rua Tres|10|01|1998|11454675678|Recife
66424690034|Bastos Jaca|Avenida das Torres|26|05|1976|13454675678|Rio de Janeiro
70954827562|Bastos Zani|Rua Tres|22|03|1948|65454675678|Londrina
68957085882|Zenaide Souza|Avenida Sete|23|04|1954|15454675678|Aracaju
94119657760|Maria Hilder|Av. Campina Grande|23|11|1954|67454675678|Sao Paulo
68290471459|Jose Souza|Rua Tres|09|02|1998|22454675678|Londrina
82228774456|Chico Silva|R. Numero Vinte|01|05|1988|11454675678|Sao Luis
63545454647|Franco Jaca|Avenida das Torres|22|12|1970|15454675678|Porto Alegre
61357663331|Ana Santos|Rua Tres|07|08|1970|11454675678|Sao Paulo
43126768369|Zenaide Silva|Rua Recife|23|09|1980|23454675678|Porto Alegre
62640541005|Bastos Inacio|Av. Movimentada|17|03|1980|21454675678|Aracaju
39955273534|Zenaide Gomes|Rua Numero Um|19|04|1948|22454675678|Recife
97329016160|Bastos Rossi|Av. Movimentada|09|02|1980|15454675678|Londrina
06447097747|Bastos Silva|R. Numero Vinte|07|10|1983|73454675678|Florianopolis
42579818065|Bastos Gomes|Rua Joao Santos|05|10|1998|15454675678|Aracaju
29670955912|Luis Souza|Rua Carlos Silva|05|04|1980|55454675678|Rio de Janeiro
89936557581|Chico Santos|Avenida Sete|11|02|1976|13454675678|Campinas
02520661208|Tiana Santos|Rua Recife|05|02|1956|72454675678|Manaus
86868768768|Luis Santos|Av. Movimentada|24|03|1976|13454675678|Campinas
77788888887|Luis Del Nero|A. Da Cidade|18|07|1988|15454675678|Cuiaba
64750325813|Paulo Souza|Av. Movimentada|24|08|1983|21454675678|Porto Alegre
98671017150|Tiana Silva|Avenida Numero Dois|10|09|1948|23454675678|Sao Luis
33220974392|Franco Hilder|Av. Movimentada|11|04|1998|11454675678|Sao Paulo
00345879856|Chico Azevedo|A. Da Cidade|05|05|1998|73454675678|Londrina
94847576567|Paulo Elgam|A. Da Cidade|10|07|1998|11454675678|Florianopolis
52250609004|Maria Silva|Av. Campina Grande|23|02|1980|72454675678|Recife
37762942645|Franco Rossi|Rua Joao Santos|10|09|1980|86454675678|Florianopolis
86079636786|Bastos Frade|Avenida Numero Dois|24|10|1954|86454675678|Londrina
77788888887|Luis Elgam|Avenida Numero Dois|19|06|1970|67454675678|Rio de Janeiro
59236683789|Nair Elgam|Rua Sem Carros|11|06|1976|13454675678|Cuiaba
67845179469|Zenaide Santos|Av. Movimentada|05|10|1983|65454675678|Recife
68115268666|Nair Santos|R. Numero Vinte|01|02|1956|55454675678|Sao Paulo
91431105848|Nair Gomes|Av. Campina Grande|07|11|1983|67454675678|Sao Luis
76773776708|Zenaide Zani|Avenida Numero Dois|23|02|1956|85454675678|Sao Paulo
99212585833|Zenaide Frade|Avenida Sete|17|07|1980|23454675678|Cuiaba
52224895828|Franco Aragao|Rua Recife|26|08|1988|65454675678|Londrina
28229611661|Paulo Zani|Rua Tres|09|01|1954|13454675678|Campinas
92573150291|Chico Elgam|R. Numero Vinte|18|01|1956|85454675678|Florianopolis
86868768768|Tiana Zani|Rua Recife|17|03|1956|67454675678|Rio de Janeiro
74089490898|Chico Del Nero|Rua Joao Santos|10|01|1998|73454675678|Sao Luis
20122791800|Franco Zani|A. Da Cidade|22|09|1983|23454675678|Teresina
18539597152|Chico Inacio|A. Da Cidade|24|09|1954|11454675678|Curitiba
63545454647|Maria Elgam|Rua Carlos Silva|05|07|1970|85454675678|Sao Paulo
01105202542|Franco Gomes|Rua Sem Carros|09|02|1998|73454675678|Florianopolis
91058330357|Zenaide Zani|Avenida das Torres|09|09|1970|72454675678|Curitiba
51378476905|Maria Elgam|Av. Movimentada|24|01|1998|85454675678|Manaus
92706096853|Luis Frade|Rua Tres|01|12|1988|11454675678|Aracaju
70598655000|Jose Del Nero|Rua Sem Carros|22|01|1970|73454675678|Curitiba
09754706638|Maria Frade|Rua Recife|07|03|1998|67454675678|Londrina
69079699390|Franco Elgam|Avenida Numero Dois|17|01|1998|15454675678|Manaus
82453649329|Maria Avelar|Rua Joao Santos|10|09|1976|65454675678|Florianopolis
69732015985|Tiana Aragao|Av. Campina Grande|09|12|1988|73454675678|Porto Alegre
51614443807|Jose Frade|Rua Tres|05|08|1988|71454675678|Londrina
58469352652|Gustavo Inacio|A. Da Cidade|07|11|1976|22454675678|Manaus
94847576567|Zenaide Azevedo|Rua Tres|18|08|1988|65454675678|Sao Paulo
63545454647|Bastos Souza|Rua Carlos Silva|19|07|1983|72454675678|Teresina
57800552543|Maria Avelar|R. Numero Vinte|01|07|1956|11454675678|Londrina
77788888887|Ana Aragao|Rua Numero Um|19|11|1983|22454675678|Sao Luis
28832127679|Luis Elgam|Rua Sem Carros|26|03|1956|72454675678|Rio de Janeiro
90277498171|Jose Frade|Avenida das Torres|14|02|1976|21454675678|Teresina
57415802381|Chico Santos|Av. Campina Grande|19|03|1954|22454675678|Londrina
41740953100|Zenaide Zani|R. Onze Mil|24|01|1998|11454675678|Manaus
86868686700|Gustavo Silva|Avenida das Torres|09|10|1948|72454675678|Recife
23699819973|Chico Jaca|Rua Numero Um|09|01|1980|85454675678|Londrina
16083603340|Franco Azevedo|Avenida das Torres|11|12|1976|15454675678|Florianopolis
98285669661|Gustavo Avelar|Rua Numero Um|19|12|1980|21454675678|Florianopolis
96013249504|Franco Silva|Av. Campina Grande|17|08|1980|85454675678|Londrina
13851015479|Tiana Azevedo|Rua Carlos Silva|10|03|1948|13454675678|Porto Alegre
99267428586|Franco Frade|Avenida Numero Dois|22|01|1948|22454675678|Aracaju
65442281255|Ana Inacio|Av. Campina Grande|24|04|1956|67454675678|Porto Alegre
63545454647|Franco Jaca|Rua Joao Santos|24|10|1988|85454675678|Florianopolis
49651740620|Franco Silva|Rua Joao Santos|05|09|1948|13454675678|Sao Paulo
72337230791|Franco Inacio|Avenida Numero Dois|23|09|1980|21454675678|Recife
86868768768|Jose Rossi|R. Onze Mil|18|10|1998|67454675678|Sao Paulo
29557387009|Chico Frade|A. Da Cidade|22|12|1988|55454675678|Manaus
86868686700|Zenaide Inacio|R. Numero Vinte|10|09|1998|73454675678|Sao Luis
88711054867|Luis Gomes|Av. Campina Grande|19|07|1954|73454675678|Aracaju
89114935627|Chico Elgam|Rua Carlos Silva|18|06|1976|85454675678|Campinas
99298170262|Ana Azevedo|Avenida Numero Dois|23|11|1983|85454675678|Aracaju
86868768768|Zenaide Rossi|R. Onze Mil|05|12|1983|55454675678|Teresina
86868686700|Ana Jaca|Av. Movimentada|01|04|1956|55454675678|Aracaju
88501994731|Nair Del Nero|Rua Tres|10|06|1954|71454675678|Porto Alegre
73466605792|Tiana Azevedo|Rua Recife|09|12|1954|11454675678|Sao Paulo
46579558024|Chico Azevedo|Av. Movimentada|18|02|1983|65454675678|Campinas
86868768768|Zenaide Souza|Rua Tres|24|06|1980|23454675678|Cuiaba
66027190760|Franco Aragao|Av. Campina Grande|19|12|1983|55454675678|Curitiba
74802658400|Maria Frade|Avenida Numero Dois|10|08|1988|15454675678|Sao Paulo
63545454647|Chico Avelar|A. Da Cidade|17|05|1976|22454675678|Rio de Janeiro
64006940807|Bastos Aragao|Av. Campina Grande|18|02|1983|15454675678|Campinas
63545454647|Maria Rossi|Av. Campina Grande|01|05|1998|72454675678|Curitiba
63545454647|Tiana Rossi|Avenida das Torres|10|02|1980|21454675678|Porto Alegre
03286960136|Gustavo Frade|Avenida das Torres|26|02|1980|85454675678|Sao Paulo
61015843727|Maria Elgam|Av. Movimentada|01|03|1956|65454675678|Manaus
59862708603|Zenaide Avelar|R. Onze Mil|09|11|1948|85454675678|Curitiba
62279353016|Paulo Zani|Rua Joao Santos|10|10|1998|15454675678|Sao Luis
80666088101|Paulo Aragao|Rua Numero Um|22|12|1954|73454675678|Recife
96798035116|Maria Santos|Rua Recife|05|09|1948|23454675678|Porto Alegre
93305392380|Paulo Silva|Rua Sem Carros|10|09|1988|72454675678|Rio de Janeiro
47368043513|Maria Zani|Rua Recife|26|09|1983|65454675678|Sao Paulo
46188187605|Paulo Azevedo|Av. Movimentada|24|11|1970|15454675678|Cuiaba
74764075121|Luis Souza|Rua Numero Um|10|11|1976|73454675678|Florianopolis
95967908463|Bastos Aragao|Rua Recife|17|01|1988|73454675678|Florianopolis
73928678736|Ana Elgam|Av. Campina Grande|24|02|1988|55454675678|Recife
92868144969|Franco Inacio|Av. Campina Grande|17|07|1970|11454675678|Aracaju
81427624046|Paulo Elgam|Avenida Numero Dois|05|02|1976|21454675678|Manaus
86868768768|Tiana Inacio|Rua Numero Um|24|07|1983|21454675678|Rio de Janeiro
95472047501|Maria Elgam|Rua Sem Carros|10|03|1956|72454675678|Sao Luis
63822640832|Luis Zani|A. Da Cidade|19|03|1998|15454675678|Manaus
06987022470|Chico Silva|Avenida Sete|17|12|1976|86454675678|Recife
58940745841|Tiana Zani|R. Onze Mil|19|05|1948|67454675678|Porto Alegre
77788888887|Gustavo Silva|Avenida das Torres|09|11|1970|21454675678|Campinas
63545454647|Luis Del Nero|Avenida das Torres|11|08|1948|23454675678|Porto Alegre
61003116825|Tiana Jaca|Rua Recife|26|03|1954|65454675678|Sao Luis
68906199600|Luis Silva|Rua Recife|11|04|1948|85454675678|Florianopolis
77057503091|Maria Souza|Avenida Numero Dois|10|05|1998|21454675678|Cuiaba
83198950732|Luis Del Nero|Avenida Sete|19|09|1980|86454675678|Sao Luis
77788888887|Luis Frade|Avenida Numero Dois|19|08|1976|13454675678|Teresina
33027169742|Tiana Elgam|Rua Carlos Silva|26|02|1976|67454675678|Florianopolis
86868768768|Chico Santos|Avenida Numero Dois|10|11|1970|15454675678|Rio de Janeiro
80810177803|Luis Silva|Rua Tres|17|08|1976|67454675678|Cuiaba
46025706409|Gustavo Del Nero|Rua Sem Carros|17|08|1970|13454675678|Aracaju
32436760101|Zenaide Souza|Rua Joao Santos|23|03|1988|22454675678|Florianopolis
06801424017|Ana Elgam|Rua Tres|26|11|1956|23454675678|Aracaju
15166618009|Tiana Zani|Av. Movimentada|14|03|1976|67454675678|Sao Luis
86868768768|Jose Gomes|Rua Tres|10|10|1980|55454675678|Florianopolis
86868686700|Nair Santos|Rua Recife|01|03|1954|72454675678|Porto Alegre
63363346190|Luis Inacio|Rua Carlos Silva|07|11|1998|86454675678|Cuiaba
91297916778|Zenaide Gomes|Rua Tres|17|05|1983|65454675678|Teresina
80913977985|Luis Souza|Av. Movimentada|23|12|1988|85454675678|Cuiaba
07340309160|Bastos Silva|R. Numero Vinte|10|04|1980|85454675678|Sao Paulo
43645014179|Maria Elgam|A. Da Cidade|17|01|1954|65454675678|Florianopolis
27025576867|Paulo Gomes|Rua Joao Santos|07|05|1988|67454675678|Sao Paulo
00194271900|Gustavo Azevedo|Rua Carlos Silva|18|01|1980|67454675678|Londrina
89773414000|Paulo Inacio|Rua Numero Um|23|08|1998|21454675678|Cuiaba
86868768768|Chico Aragao|Avenida Numero Dois|26|08|1948|13454675678|Porto Alegre
15394587094|Ana Silva|R. Numero Vinte|26|03|1998|11454675678|Campinas
73260663371|Chico Hilder|Av. Campina Grande|23|09|1988|72454675678|Sao Luis
63545454647|Ana Del Nero|Rua Numero Um|11|05|1948|13454675678|Sao Paulo
73550444273|Paulo Hilder|Av. Movimentada|10|07|1954|71454675678|Recife
86868768768|Gustavo Rossi|R. Numero Vinte|23|06|1983|13454675678|Cuiaba
37744986105|Tiana Frade|Avenida Numero Dois|24|06|1956|15454675678|Recife
83811793780|Nair Gomes|Rua Sem Carros|18|11|1998|72454675678|Florianopolis
64804437800|Bastos Gomes|Rua Joao Santos|09|05|1970|71454675678|Cuiaba
23395454207|Jose Avelar|R. Onze Mil|09|08|1954|72454675678|Recife
63545454647|Nair Elgam|R. Onze Mil|05|12|1956|55454675678|Sao Luis
02421186668|Nair Elgam|Avenida das Torres|22|11|1988|72454675678|Teresina
33175955231|Ana Silva|Avenida Sete|24|06|1983|73454675678|Teresina
26682583834|Maria Zani|Rua Tres|10|04|1976|85454675678|Teresina
33709719259|Franco Elgam|Avenida Sete|07|02|1980|15454675678|Sao Luis
63545454647|Jose Rossi|R. Numero Vinte|23|03|1983|13454675678|Rio de Janeiro
18312508708|Paulo Souza|R. Numero Vinte|19|09|1988|67454675678|Campinas
86868768768|Maria Souza|Rua Carlos Silva|23|07|1980|85454675678|Curitiba
13566180653|Paulo Silva|Av. Movimentada|22|11|1976|71454675678|Curitiba
80863346430|Luis Frade|Av. Campina Grande|18|06|1976|71454675678|Rio de Janeiro
01857459547|Luis Del Nero|R. Numero Vinte|11|07|1988|55454675678|Curitiba
10574065113|Maria Azevedo|Rua Sem Carros|26|05|1983|73454675678|Teresina
80307022994|Luis Inacio|A. Da Cidade|11|03|1980|13454675678|Curitiba
45233997940|Paulo Santos|Rua Joao Santos|23|08|1970|86454675678|Londrina
86868686700|Paulo Aragao|Av. Campina Grande|01|02|1988|85454675678|Recife
86868686700|Luis Santos|Av. Movimentada|18|06|1976|55454675678|Curitiba
94847576567|Zenaide Del Nero|Rua Joao Santos|11|09|1954|72454675678|Rio de Janeiro
37480929200|Tiana Elgam|R. Onze Mil|24|03|1983|73454675678|Cuiaba
90045759286|Nair Del Nero|A. Da Cidade|19|11|1988|67454675678|Rio de Janeiro
20002976765|Luis Inacio|Rua Tres|23|09|1970|85454675678|Sao Paulo
15584581232|Zenaide Santos|Avenida Sete|23|01|1980|22454675678|Cuiaba
94847576567|Gustavo Avelar|Av. Campina Grande|17|05|1970|86454675678|Curitiba
26440345745|Franco Frade|Rua Tres|17|02|1970|85454675678|Rio de Janeiro
65715049954|Paulo Gomes|A. Da Cidade|07|09|1983|67454675678|Porto Alegre
32774257115|Nair Frade|R. Numero Vinte|07|08|1976|55454675678|Londrina
16163357000|Gustavo Gomes|A. Da Cidade|01|09|1983|21454675678|Cuiaba
90264666330|Luis Souza|Rua Recife|26|08|1988|86454675678|Manaus
93194526448|Maria Del Nero|Rua Tres|18|12|1998|72454675678|Aracaju
32212545983|Zenaide Gomes|Rua Numero Um|07|09|1983|71454675678|Sao Luis
44316577891|Paulo Zani|Rua Tres|14|09|1954|71454675678|Manaus
86868768768|Gustavo Souza|Avenida das Torres|17|04|1998|72454675678|Florianopolis
61253249741|Tiana Rossi|R. Numero Vinte|23|07|1980|23454675678|Teresina
71108960219|Maria Zani|R. Numero Vinte|14|10|1948|23454675678|Teresina
86868686700|Zenaide Elgam|Avenida Numero Dois|19|01|1954|72454675678|Florianopolis
07308163890|Zenaide Silva|Rua Sem Carros|18|07|1970|65454675678|Recife
27635846329|Zenaide Azevedo|Av. Campina Grande|24|03|1956|11454675678|Campinas
11210518635|Nair Inacio|Avenida Sete|18|02|1980|71454675678|Aracaju
53834736104|Maria Silva|Rua Joao Santos|22|08|1948|23454675678|Cuiaba
34061450433|Franco Aragao|Rua Carlos Silva|24|11|1970|85454675678|Manaus
84307019407|Jose Elgam|Avenida das Torres|05|03|1980|71454675678|Florianopolis
35533907009|Luis Aragao|Rua Tres|05|11|1976|73454675678|Sao Luis
72421608392|Ana Aragao|Rua Carlos Silva|23|12|1954|11454675678|Porto Alegre
63545454647|Chico Frade|Rua Joao Santos|23|08|1988|85454675678|Cuiaba
77788888887|Gustavo Avelar|Rua Carlos Silva|10|11|1998|13454675678|Porto Alegre
93483464743|Tiana Elgam|Rua Joao Santos|22|03|1948|71454675678|Curitiba
01825700109|Jose Del Nero|Rua Joao Santos|22|01|1970|65454675678|Teresina
39058813223|Maria Del Nero|Av. Movimentada|26|10|1956|22454675678|Recife
63545454647|Jose Gomes|Rua Joao Santos|18|11|1998|65454675678|Teresina
14131428261|Franco Avelar|Avenida das Torres|14|03|1976|73454675678|Aracaju
58616529535|Maria Gomes|R. Numero Vinte|22|08|1956|72454675678|Porto Alegre
63792673282|Nair Gomes|Rua Sem Carros|10|01|1970|13454675678|Londrina
09717204870|Tiana Zani|Avenida Sete|24|05|1980|15454675678|Teresina
82375900588|Bastos Zani|Avenida Sete|18|07|1970|73454675678|Recife
45097587073|Ana Rossi|Rua Sem Carros|24|04|1988|73454675678|Porto Alegre
95103534185|Jose Avelar|Rua Sem Carros|24|02|1970|23454675678|Manaus
81066810842|Zenaide Zani|R. Numero Vinte|10|10|1976|22454675678|Sao Luis
02434842917|Franco Avelar|R. Onze Mil|11|12|1988|21454675678|Campinas
86868768768|Bastos Zani|Avenida Numero Dois|10|02|1954|21454675678|Londrina
63742525000|Tiana Silva|Rua Joao Santos|05|08|1956|21454675678|Sao Luis
91591098157|Paulo Jaca|Av. Movimentada|26|02|1970|67454675678|Aracaju
11811451632|Jose Zani|Av. Movimentada|11|10|1956|22454675678|Cuiaba
30510774539|Maria Inacio|Avenida Sete|17|05|1954|86454675678|Campinas
24490065248|Paulo Zani|Rua Recife|07|06|1954|73454675678|Curitiba
78119033345|Franco Rossi|Av. Campina Grande|17|01|1998|11454675678|Cuiaba
63545454647|Paulo Azevedo|Rua Joao Santos|11|04|1954|13454675678|Londrina
86391383200|Franco Souza|Avenida Sete|05|08|1983|85454675678|Recife
63085090606|Jose Aragao|R. Numero Vinte|26|09|1983|13454675678|Sao Luis
71815294981|Gustavo Zani|Avenida das Torres|01|09|1956|22454675678|Manaus
62904743324|Luis Gomes|Rua Joao Santos|09|07|1970|65454675678|Recife
71617923710|Franco Frade|Avenida Numero Dois|01|12|1954|55454675678|Porto Alegre
97521089383|Franco Elgam|Rua Tres|18|02|1954|15454675678|Recife
72088866108|Jose Silva|Rua Carlos Silva|10|10|1983|23454675678|Londrina
47174254055|Jose Zani|Av. Movimentada|24|12|1948|72454675678|Porto Alegre
77788888887|Franco Aragao|Av. Movimentada|17|01|1954|67454675678|Sao Luis
86868686700|Maria Aragao|Rua Joao Santos|23|06|1998|21454675678|Rio de Janeiro
77788888887|Jose Souza|Av. Movimentada|10|03|1988|71454675678|Aracaju
91069558516|Chico Zani|Rua Joao Santos|01|05|1954|72454675678|Florianopolis
11183810415|Bastos Aragao|R. Onze Mil|10|06|1956|71454675678|Sao Paulo
69026169906|Tiana Silva|R. Onze Mil|23|11|1980|55454675678|Aracaju
35144107125|Zenaide Santos|Avenida das Torres|14|09|1956|71454675678|Rio de Janeiro
88660739469|Tiana Zani|Rua Sem Carros|09|08|1948|72454675678|Campinas
77788888887|Zenaide Zani|Rua Joao Santos|18|10|1998|22454675678|Teresina
84711126635|Nair Rossi|Avenida das Torres|18|11|1970|22454675678|Porto Alegre
24690081239|Maria Azevedo|R. Onze Mil|18|03|1980|15454675678|Cuiaba
68486016916|Franco Souza|Av. Movimentada|05|09|1970|23454675678|Aracaju
43194606182|Chico Elgam|Rua Carlos Silva|23|08|1954|22454675678|Londrina
48579329205|Luis Rossi|Rua Numero Um|09|07|1948|73454675678|Londrina
34379960102|Zenaide Souza|Rua Numero Um|05|04|1998|85454675678|Cuiaba
69439968788|Jose Souza|Avenida Numero Dois|05|08|1988|22454675678|Sao Luis
37937551852|Franco Aragao|Rua Joao Santos|07|10|1976|21454675678|Sao Luis
01376483408|Gustavo Jaca|Rua Numero Um|19|09|1948|71454675678|Porto Alegre
94847576567|Tiana Azevedo|Rua Sem Carros|09|02|1983|13454675678|Cuiaba
77788888887|Bastos Elgam|A. Da Cidade|26|05|1988|86454675678|Porto Alegre
94847576567|Luis Del Nero|R. Numero Vinte|01|09|1980|13454675678|Recife
04487464099|Tiana Silva|Rua Tres|26|10|1998|55454675678|Rio de Janeiro
97745263255|Nair Del Nero|Rua Carlos Silva|18|05|1970|67454675678|Campinas
07345654290|Nair Silva|R. Onze Mil|07|09|1956|72454675678|Campinas
76476429604|Jose Silva|R. Numero Vinte|19|09|1988|11454675678|Manaus
30039007065|Maria Elgam|Av. Campina Grande|11|01|1983|85454675678|Manaus
86868768768|Paulo Inacio|Rua Carlos Silva|07|04|1983|21454675678|Porto Alegre
68901614910|Bastos Frade|Rua Sem Carros|26|06|1998|85454675678|Rio de Janeiro
77788888887|Bastos Rossi|Avenida das Torres|07|06|1998|22454675678|Londrina
40439105331|Paulo Silva|Avenida Sete|01|03|1980|65454675678|Campinas
17329142220|Chico Souza|R. Onze Mil|07|01|1988|67454675678|Teresina
17095815143|Gustavo Rossi|Rua Sem Carros|17|08|1954|11454675678|Curitiba
68076422612|Franco Aragao|R. Numero Vinte|22|08|1948|85454675678|Rio de Janeiro
73801833623|Jose Del Nero|Rua Sem Carros|05|03|1970|11454675678|Rio de Janeiro
87149226302|Gustavo Santos|Avenida das Torres|07|12|1988|72454675678|Sao Paulo
76294371538|Bastos Azevedo|Rua Recife|09|07|1948|85454675678|Aracaju
25448498000|Zenaide Frade|Rua Numero Um|22|09|1980|15454675678|Rio de Janeiro
20590496794|Zenaide Jaca|Av. Campina Grande|19|08|1976|71454675678|Aracaju
86868686700|Chico Frade|Rua Numero Um|17|02|1954|11454675678|Londrina
00795315635|Paulo Hilder|Rua Joao Santos|11|11|1980|86454675678|Curitiba
60214409430|Maria Souza|Av. Campina Grande|22|08|1983|65454675678|Manaus
55007446580|Ana Zani|Av. Campina Grande|10|07|1983|67454675678|Sao Paulo
88839630325|Jose Zani|Av. Movimentada|23|08|1998|22454675678|Cuiaba
77788888887|Nair Zani|Rua Carlos Silva|24|05|1983|21454675678|Sao Luis
78500635380|Ana Hilder|Avenida das Torres|10|02|1956|15454675678|Manaus
27398979878|Jose Frade|Rua Carlos Silva|18|05|1988|23454675678|Sao Paulo
95455230344|Franco Inacio|Avenida das Torres|14|04|1956|11454675678|Teresina
28050353567|Zenaide Frade|Rua Carlos Silva|05|08|1980|15454675678|Cuiaba
68421172913|Ana Hilder|Rua Joao Santos|05|07|1970|22454675678|Curitiba
17697917360|Maria Del Nero|Rua Recife|10|11|1954|15454675678|Sao Paulo
15418538225|Gustavo Silva|Rua Recife|22|05|1998|22454675678|Cuiaba
20479539286|Zenaide Gomes|Rua Tres|10|07|1970|55454675678|Sao Paulo
77788888887|Tiana Rossi|Avenida das Torres|17|04|1998|11454675678|Sao Paulo
22105796788|Jose Frade|Avenida Numero Dois|26|08|1954|71454675678|Curitiba
43725393397|Luis Jaca|A. Da Cidade|22|11|1954|21454675678|Sao Luis
77788888887|Jose Inacio|Rua Numero Um|05|07|1976|85454675678|Londrina
86868768768|Tiana Silva|A. Da Cidade|05|04|1970|67454675678|Florianopolis
50346559855|Gustavo Jaca|Avenida das Torres|22|12|1956|15454675678|Aracaju
77788888887|Franco Avelar|R. Onze Mil|09|04|1983|22454675678|Teresina
38027290996|Paulo Del Nero|Rua Joao Santos|09|05|1988|73454675678|Rio de Janeiro
50350983895|Jose Azevedo|R. Numero Vinte|18|10|1988|55454675678|Sao Paulo
07145438887|Nair Azevedo|Rua Numero Um|14|06|1976|23454675678|Aracaju
07139599599|Jose Azevedo|Rua Numero Um|09|01|1948|55454675678|Sao Paulo
54700826606|Tiana Inacio|Rua Sem Carros|11|07|1970|65454675678|Curitiba
79558086576|Zenaide Del Nero|Rua Sem Carros|26|09|1970|65454675678|Curitiba
36560484955|Nair Gomes|Avenida das Torres|09|06|1983|65454675678|Rio de Janeiro
77788888887|Chico Azevedo|Rua Numero Um|05|06|1954|22454675678|Campinas
07433956468|Tiana Avelar|Av. Campina Grande|11|10|1954|86454675678|Rio de Janeiro
28874905327|Bastos Santos|Av. Movimentada|09|02|1988|85454675678|Londrina
53225366714|Luis Frade|A. Da Cidade|10|11|1954|15454675678|Cuiaba
41582052395|Tiana Elgam|Av. Campina Grande|26|12|1956|11454675678|Campinas
41123222754|Chico Del Nero|Av. Campina Grande|23|05|1976|71454675678|Sao Paulo
11850488630|Nair Zani|R. Onze Mil|22|06|1976|23454675678|Curitiba
47015265338|Ana Del Nero|A. Da Cidade|05|04|1983|65454675678|Campinas
85997686892|Paulo Avelar|Avenida Sete|05|10|1954|65454675678|Campinas
46998727356|Zenaide Rossi|Av. Campina Grande|09|07|1948|13454675678|Rio de Janeiro
14746825025|Ana Silva|Rua Tres|18|03|1998|11454675678|Curitiba
00083890718|Tiana Santos|Av. Campina Grande|05|12|1970|72454675678|Cuiaba
71220712191|Jose Zani|Rua Carlos Silva|14|08|1983|15454675678|Campinas
42334393517|Luis Azevedo|Rua Tres|23|01|1948|21454675678|Manaus
86868768768|Gustavo Souza|Avenida Numero Dois|07|03|1954|67454675678|Recife
80910131406|Luis Santos|R. Numero Vinte|19|07|1948|23454675678|Aracaju
41857137205|Franco Elgam|Rua Recife|09|07|1983|67454675678|Cuiaba
18508168837|Jose Hilder|Avenida Numero Dois|26|08|1948|72454675678|Campinas
87151329350|Tiana Elgam|A. Da Cidade|19|12|1954|85454675678|Florianopolis
15416379251|Gustavo Inacio|Av. Movimentada|09|08|1948|86454675678|Florianopolis
